,urn,full_urn,posted_at,text,url,post_type,author,stats,document,pagination_token,media,reshared_post,article,comments,reposts,reshared_post_url,reshared_post_total_reactions,media_type,media_url,article_url,article_title
22,7325959141296869377,urn:li:ugcPost:7325953358391889921,"{'date': '2025-05-07 21:06:09', 'relative': '1 month ago • Visible to anyone on or off LinkedIn', 'timestamp': 1746644769024}",This was a fun chat with Sean Goldfaden of CoEfficient Labs for their Demo Day podcast.  Sean's podcast covers the SoCal tech ecosystem well -- lots of good episodes there to check out with fellow SoCal VCs and innovators in our region.,https://www.linkedin.com/posts/jeff-bocan-7aba5_foundermindset-venturecapital-startups-ugcPost-7325953358391889921-6_eD?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFv3Dr4BN8nSB5ZtHec3sqR14h9Sg79shsQ,quote,Jeff Bocan,"{'total_reactions': 6, 'like': 6, 'support': 0, 'love': 0, 'insight': 0, 'celebrate': 0, 'comments': 0, 'reposts': 1}",,dXJuOmxpOmFjdGl2aXR5OjY5OTc5NzQ4MTk2NjUyODUxMjAtMTY2ODQ0NzIxMzA3Mw==,,"{'urn': '7325187573427904512', 'posted_at': {'date': '2025-05-05 18:00:12', 'relative': '1 month ago • Visible to anyone on or off LinkedIn', 'timestamp': 1746460812909}, 'text': 'Jeff Bocan highlights something we often take for granted in business:\n\nStart with yes.\n\nWear a smile.\n\nLead with positivity.\n\nIt sounds simple—but it changes everything.\n\nBecause business isn’t just a game of ideas, capital, or competition.\n\nIt’s a game of people.\n\nAnd if people don’t enjoy being around you—\n\nthey won’t work with you.\n\nThey won’t hire you.\n\nThey won’t invest in you.\n\nFounders who attract opportunity are smart, strategic, and most importantly…\n\nThey’re magnetic.\n\nAnd that magnetism often comes down to one overlooked trait:\n\nBeing open, energized, and genuinely positive.\n\nWatch Jeff Bocan (Partner at Okapi Venture Capital) break it down in our latest episode of Demo Day 👇\n\nYoutube: https://lnkd.in/gvtBwR9K\n\nSpotify: https://lnkd.in/gMmh-yHJ\n\nApple Podcasts: https://lnkd.in/gJbcpt3S\n\n❤️\n\n#foundermindset #venturecapital #startups #investors #entrepreneur', 'url': 'https://www.linkedin.com/posts/sean-goldfaden_foundermindset-venturecapital-startups-activity-7325187573427904512-23zo?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFv3Dr4BN8nSB5ZtHec3sqR14h9Sg79shsQ', 'post_type': 'regular', 'author': {'first_name': 'Sean', 'last_name': 'Goldfaden', 'headline': 'Founder - CEO @ CoEfficient Labs | Paid Ads & UGC Videos 🚀', 'username': 'sean-goldfaden', 'profile_url': 'https://www.linkedin.com/in/sean-goldfaden?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAASVTDoBTwYXPTYdASXIKvTTral7w_Y8M94', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5635AQHFXXpUa4D9dA/profile-framedphoto-shrink_800_800/B56ZeBAD3QHUAg-/0/1750215966476?e=1750968000&v=beta&t=JuHW1dJs9uCKHqS4_5x5xl7OaM-tDTMq_OoeeeuB_4I'}, 'stats': {'total_reactions': 0, 'like': 0, 'support': 0, 'love': 0, 'insight': 0, 'celebrate': 0, 'comments': 0, 'reposts': 0}, 'media': {'type': 'video', 'url': 'https://dms.licdn.com/playlist/vid/v2/D5605AQEnWU03IeC6Og/mp4-720p-30fp-crf28/B56ZaXBM5uHsBQ-/0/1746290412549?e=1750968000&v=beta&t=GQZMCZr9TyPbT2hN6FhIc53Pjs0Q3mhyars5Q6vjKmI', 'thumbnail': 'https://media.licdn.com/dms/image/v2/D5605AQEnWU03IeC6Og/videocover-high/B56ZaXBM5uHsBc-/0/1746290405081?e=1750968000&v=beta&t=gjWdL-05jkQ3_DqDRPO4CFYmCJO7YPA6VlukrLcn_6k'}}",,0,1,https://www.linkedin.com/posts/sean-goldfaden_foundermindset-venturecapital-startups-activity-7325187573427904512-23zo?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFv3Dr4BN8nSB5ZtHec3sqR14h9Sg79shsQ,0.0,,,,
23,7325912328288243712,urn:li:ugcPost:7325684370340544513,"{'date': '2025-05-07 18:00:07', 'relative': '1 month ago • Visible to anyone on or off LinkedIn', 'timestamp': 1746633607933}","The #1 mistake most founders make with their investors?

They disappear for 3 years… then suddenly ask for help.

Sure — you might technically be able to pick up where you left off…

But the relationship won’t be as strong. And the ask won’t land the same.

That’s why, as Jeff Bocan puts it, ""frequency really matters.”

Every time he gets great news, he forwards it to his investors with a quick personal note.

Sometimes it sparks a convo.

Sometimes it’s just a small touchpoint.

Sometimes… it’s a text about the Eagles winning the Super Bowl.

But those little moments?

They compound.

They’re what keep relationships warm in the long game of venture — where capital return can take 7, 10, even 12 years.

And sure — Jeff admits he could probably be more deliberate.

But even the serendipitous moments matter:

- ""Oh I’m in their city — I should text them.”

- ""I haven’t talked to this person in a while — I should reach out.”

It’s less about perfect planning.

And more about never letting the thread go cold.

Because at the end of the day…

Founders who keep in touch are the ones that investors remember — and the ones they bet on again.

👇 What’s your best way to keep relationships warm?

🎧 Demo Day Podcast with Jeff Bocan (Partner at Okapi Venture Capital):

Youtube: https://lnkd.in/gvtBwR9K

Spotify: https://lnkd.in/gMmh-yHJ

Apple Podcasts: https://lnkd.in/gJbcpt3S

❤️

#venturecapital #networking #investing #ceo #business",https://www.linkedin.com/posts/sean-goldfaden_venturecapital-networking-investing-activity-7325912328288243712-BBNR?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFv3Dr4BN8nSB5ZtHec3sqR14h9Sg79shsQ,regular,Sean Goldfaden,"{'total_reactions': 6, 'like': 6, 'support': 0, 'love': 0, 'insight': 0, 'celebrate': 0, 'comments': 0, 'reposts': 1}",,dXJuOmxpOmFjdGl2aXR5OjY5OTc5NzQ4MTk2NjUyODUxMjAtMTY2ODQ0NzIxMzA3Mw==,"{'type': 'video', 'url': 'https://dms.licdn.com/playlist/vid/v2/D5605AQGfeqINMig1EQ/mp4-720p-30fp-crf28/B56ZaoPHtfHUBY-/0/1746579306144?e=1750968000&v=beta&t=hNdlaBBxjrAI6TGCt_naPbaTKBf3Y_8Pg4pbZCTNUas', 'thumbnail': 'https://media.licdn.com/dms/image/v2/D5605AQGfeqINMig1EQ/videocover-high/B56ZaoPHtfHUBk-/0/1746579289480?e=1750968000&v=beta&t=F-VIEw8NHDvyBPAjMancTzu_E0Vc2_4YLphX2-VLuE0'}",,,0,1,,,video,https://dms.licdn.com/playlist/vid/v2/D5605AQGfeqINMig1EQ/mp4-720p-30fp-crf28/B56ZaoPHtfHUBY-/0/1746579306144?e=1750968000&v=beta&t=hNdlaBBxjrAI6TGCt_naPbaTKBf3Y_8Pg4pbZCTNUas,,
24,7325609388021297153,urn:li:activity:7325586377272676352,"{'date': '2025-05-06 21:56:21', 'relative': '1 month ago • Visible to anyone on or off LinkedIn', 'timestamp': 1746561381345}","💥 Podcast Alert! 💥 I recently got to catch up with Sean Goldfaden and the crew at CoEfficient Labs up in Santa Monica and we recorded part of our conversation for their Demo Day podcast.  We had a fun chat covering VC war stories, some tips for founders on raising 💰 and choosing good partners and the deep value of a positive attitude 🤩 .  

You can check out the video version of the podcast at YouTube, here at LinkedIn or audio versions on Spotify & Apple podcasts.

https://lnkd.in/gFmRp7fE

https://lnkd.in/gGBe4jYc

https://lnkd.in/g5xJyBNW

https://lnkd.in/gEwpGDaq

Okapi Venture Capital",https://www.linkedin.com/posts/jeff-bocan-7aba5_how-to-pick-the-right-investor-with-jeff-activity-7325586377272676352-7Edb?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFv3Dr4BN8nSB5ZtHec3sqR14h9Sg79shsQ,repost,Jeff Bocan,"{'total_reactions': 27, 'like': 25, 'support': 0, 'love': 2, 'insight': 0, 'celebrate': 0, 'comments': 6, 'reposts': 1}",,dXJuOmxpOmFjdGl2aXR5OjY5OTc5NzQ4MTk2NjUyODUxMjAtMTY2ODQ0NzIxMzA3Mw==,"{'type': 'image', 'url': 'https://media.licdn.com/dms/image/sync/v2/D5627AQHZDzG_r-6dbQ/articleshare-shrink_1280_800/B56ZamyL3FGUAQ-/0/1746554896220?e=1750968000&v=beta&t=xDvp9b-NDlrCupGSsEgp3uS7TXqwldWh5GPmzKM1ZXY'}",,"{'url': 'https://youtu.be/SYrykAGdi1E', 'title': 'How to Pick the Right Investor with Jeff Bocan', 'subtitle': 'youtube.com', 'thumbnail': 'https://media.licdn.com/dms/image/sync/v2/D5627AQHZDzG_r-6dbQ/articleshare-shrink_1280_800/B56ZamyL3FGUAQ-/0/1746554896220?e=1750968000&v=beta&t=xDvp9b-NDlrCupGSsEgp3uS7TXqwldWh5GPmzKM1ZXY'}",6,1,,,image,https://media.licdn.com/dms/image/sync/v2/D5627AQHZDzG_r-6dbQ/articleshare-shrink_1280_800/B56ZamyL3FGUAQ-/0/1746554896220?e=1750968000&v=beta&t=xDvp9b-NDlrCupGSsEgp3uS7TXqwldWh5GPmzKM1ZXY,https://youtu.be/SYrykAGdi1E,How to Pick the Right Investor with Jeff Bocan
25,7325187573427904512,urn:li:ugcPost:7324472797420752898,"{'date': '2025-05-05 18:00:12', 'relative': '1 month ago • Visible to anyone on or off LinkedIn', 'timestamp': 1746460812909}","Jeff Bocan highlights something we often take for granted in business:

Start with yes.

Wear a smile.

Lead with positivity.

It sounds simple—but it changes everything.

Because business isn’t just a game of ideas, capital, or competition.

It’s a game of people.

And if people don’t enjoy being around you—

they won’t work with you.

They won’t hire you.

They won’t invest in you.

Founders who attract opportunity are smart, strategic, and most importantly…

They’re magnetic.

And that magnetism often comes down to one overlooked trait:

Being open, energized, and genuinely positive.

Watch Jeff Bocan (Partner at Okapi Venture Capital) break it down in our latest episode of Demo Day 👇

Youtube: https://lnkd.in/gvtBwR9K

Spotify: https://lnkd.in/gMmh-yHJ

Apple Podcasts: https://lnkd.in/gJbcpt3S

❤️

#foundermindset #venturecapital #startups #investors #entrepreneur",https://www.linkedin.com/posts/sean-goldfaden_foundermindset-venturecapital-startups-activity-7325187573427904512-23zo?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFv3Dr4BN8nSB5ZtHec3sqR14h9Sg79shsQ,regular,Sean Goldfaden,"{'total_reactions': 10, 'like': 8, 'support': 0, 'love': 1, 'insight': 0, 'celebrate': 1, 'comments': 2, 'reposts': 2}",,dXJuOmxpOmFjdGl2aXR5OjY5OTc5NzQ4MTk2NjUyODUxMjAtMTY2ODQ0NzIxMzA3Mw==,"{'type': 'video', 'url': 'https://dms.licdn.com/playlist/vid/v2/D5605AQEnWU03IeC6Og/mp4-720p-30fp-crf28/B56ZaXBM5uHsBQ-/0/1746290412549?e=1750968000&v=beta&t=GQZMCZr9TyPbT2hN6FhIc53Pjs0Q3mhyars5Q6vjKmI', 'thumbnail': 'https://media.licdn.com/dms/image/v2/D5605AQEnWU03IeC6Og/videocover-high/B56ZaXBM5uHsBc-/0/1746290405081?e=1750968000&v=beta&t=gjWdL-05jkQ3_DqDRPO4CFYmCJO7YPA6VlukrLcn_6k'}",,,2,2,,,video,https://dms.licdn.com/playlist/vid/v2/D5605AQEnWU03IeC6Og/mp4-720p-30fp-crf28/B56ZaXBM5uHsBQ-/0/1746290412549?e=1750968000&v=beta&t=GQZMCZr9TyPbT2hN6FhIc53Pjs0Q3mhyars5Q6vjKmI,,
26,7324107917324902401,urn:li:ugcPost:7323876266275676161,"{'date': '2025-05-02 18:30:02', 'relative': '1 month ago • Edited • Visible to anyone on or off LinkedIn', 'timestamp': 1746203402835}","We took our agency’s best-selling creative service…
And turned it into your next revenue stream.👇

A white-labeled platform that agencies can brand as their own.

No new hires.

No production headaches.

No stress when clients say, “Can you make us UGC?”

Just log in.

Launch a brief.

Get scroll-stopping content—written, shot, and edited by our team in LA.

We’ve helped agencies deliver 500+ UGC videos this way.

And we’re just getting started.

Interested?

Shoot me a DM for more info!

❤️

#ugcads #agencygrowth #whitelabel #creativeops #shortformvideo #contentstrategy #b2bmarketing #digitalmarketing #contentmarketing #ugc",https://www.linkedin.com/posts/sean-goldfaden_ugcads-agencygrowth-whitelabel-activity-7324107917324902401-F4uY?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFv3Dr4BN8nSB5ZtHec3sqR14h9Sg79shsQ,regular,Sean Goldfaden,"{'total_reactions': 3, 'like': 2, 'support': 0, 'love': 1, 'insight': 0, 'celebrate': 0, 'comments': 0, 'reposts': 0}",,dXJuOmxpOmFjdGl2aXR5OjY5OTc5NzQ4MTk2NjUyODUxMjAtMTY2ODQ0NzIxMzA3Mw==,"{'type': 'video', 'url': 'https://dms.licdn.com/playlist/vid/v2/D5605AQHPJLMGkDAyCQ/mp4-720p-30fp-crf28/B56ZaOiqLWHABQ-/0/1746148212726?e=1750968000&v=beta&t=pCwJSjJCRaKwtv7ta16EA3FhzzWQFUw7t_qSdMQLYUI', 'thumbnail': 'https://media.licdn.com/dms/image/v2/D5605AQHPJLMGkDAyCQ/videocover-high/B56ZaOiqLWHABc-/0/1746148197299?e=1750968000&v=beta&t=Zd9lmpiz-J5zHDHcfKA0O8x2emuSOWFE4BFtmC8J-78'}",,,0,0,,,video,https://dms.licdn.com/playlist/vid/v2/D5605AQHPJLMGkDAyCQ/mp4-720p-30fp-crf28/B56ZaOiqLWHABQ-/0/1746148212726?e=1750968000&v=beta&t=pCwJSjJCRaKwtv7ta16EA3FhzzWQFUw7t_qSdMQLYUI,,
27,7323375587006316546,urn:li:ugcPost:7323137601291304960,"{'date': '2025-04-30 18:00:01', 'relative': '1 month ago • Visible to anyone on or off LinkedIn', 'timestamp': 1746028801681}","""I used to think being a VC meant having all the answers.”

But what TX Zhuo (Managing Partner at Fika Ventures) learned was the exact opposite👇

Some of the most seasoned investors he met—founders who exited for $500M, operators from Google—weren’t afraid to say:

""That’s out of my scope. I don’t know.”

And that was the moment it clicked.

Because honesty isn’t a weakness in venture.

It’s a strength.

It’s how founders learn to trust you.

It’s how you avoid overstepping.

And it’s how you build a cap table full of partners—not passengers.

🎧 Watch the full episode of Demo Day with TX Zhuo here:

YouTube: https://lnkd.in/gEcmPSPf

Spotify: https://lnkd.in/gMmh-yHJ

Apple: https://lnkd.in/gJbcpt3S

#venturecapital #vcstrategy #startupgrowth #leadership",https://www.linkedin.com/posts/sean-goldfaden_venturecapital-vcstrategy-startupgrowth-activity-7323375587006316546-EShW?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFv3Dr4BN8nSB5ZtHec3sqR14h9Sg79shsQ,regular,Sean Goldfaden,"{'total_reactions': 3, 'like': 3, 'support': 0, 'love': 0, 'insight': 0, 'celebrate': 0, 'comments': 1, 'reposts': 0}",,dXJuOmxpOmFjdGl2aXR5OjY5OTc5NzQ4MTk2NjUyODUxMjAtMTY2ODQ0NzIxMzA3Mw==,"{'type': 'video', 'url': 'https://dms.licdn.com/playlist/vid/v2/D5605AQFihlrZYUHsag/mp4-720p-30fp-crf28/B56ZaEC2PvHABU-/0/1745972083360?e=1750968000&v=beta&t=HY0cAeZRVZTeAizELtoq_dJodhwK98NvQza8-Bc5_3I', 'thumbnail': 'https://media.licdn.com/dms/image/v2/D5605AQFihlrZYUHsag/videocover-high/B56ZaEC2PvHABg-/0/1745972075663?e=1750968000&v=beta&t=vU0h2b6RaSHAclxdZ794A-wlLXkt8DttR2yTMjB0qrU'}",,,1,0,,,video,https://dms.licdn.com/playlist/vid/v2/D5605AQFihlrZYUHsag/mp4-720p-30fp-crf28/B56ZaEC2PvHABU-/0/1745972083360?e=1750968000&v=beta&t=HY0cAeZRVZTeAizELtoq_dJodhwK98NvQza8-Bc5_3I,,
28,7322665957808562176,urn:li:ugcPost:7321617740828459008,"{'date': '2025-04-28 19:00:12', 'relative': '1 month ago • Visible to anyone on or off LinkedIn', 'timestamp': 1745859612896}","Startups don’t die from bad ideas.

They die from sticking to good ones for too long.

The founders who win?

They’re the ones who spot a better path—and take it—before it’s obvious to everyone else.

That’s exactly what TX Zhuo (now Managing Partner at Fika Ventures) learned while building his first company.

🎯 When customers weren’t responding to support emails, his team swapped their real names for ones that sounded more “professional”—and their return rate dropped.

📦 When the team was personally packing 1,000+ books a night, they quickly realized it wasn’t scalable—and outsourced before it crushed their bandwidth.

The pivots weren’t always glamorous.

But they were fast.

And they kept the business alive.

This clip comes from our latest episode of Demo Day, where TX shares his lessons from building a $20M+ company and how those experiences shaped the way he backs founders today.

🎧 Watch the full episode here:

YouTube: https://lnkd.in/gEcmPSPf

Spotify: https://lnkd.in/gMmh-yHJ

Apple: https://lnkd.in/gJbcpt3S

#ceo #startupgrowth #growth #venturecapital #entrepreneurship #foundermindset",https://www.linkedin.com/posts/sean-goldfaden_ceo-startupgrowth-growth-activity-7322665957808562176-_lyt?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFv3Dr4BN8nSB5ZtHec3sqR14h9Sg79shsQ,regular,Sean Goldfaden,"{'total_reactions': 6, 'like': 6, 'support': 0, 'love': 0, 'insight': 0, 'celebrate': 0, 'comments': 2, 'reposts': 0}",,dXJuOmxpOmFjdGl2aXR5OjY5OTc5NzQ4MTk2NjUyODUxMjAtMTY2ODQ0NzIxMzA3Mw==,"{'type': 'video', 'url': 'https://dms.licdn.com/playlist/vid/v2/D4E05AQF92FH3pSNM4g/mp4-720p-30fp-crf28/B4EZZucit.HYBQ-/0/1745609728276?e=1750968000&v=beta&t=weS5Bcmu_envG7_VZD6y94LEOGNTEOAI_lzJ9Z3ULO4', 'thumbnail': 'https://media.licdn.com/dms/image/v2/D4E05AQF92FH3pSNM4g/videocover-high/B4EZZucit.HYBc-/0/1745609715242?e=1750968000&v=beta&t=i0wmNiBNGiR28QWWWX3iJ95RSpkZz2Kn82DL1j46LKM'}",,,2,0,,,video,https://dms.licdn.com/playlist/vid/v2/D4E05AQF92FH3pSNM4g/mp4-720p-30fp-crf28/B4EZZucit.HYBQ-/0/1745609728276?e=1750968000&v=beta&t=weS5Bcmu_envG7_VZD6y94LEOGNTEOAI_lzJ9Z3ULO4,,
29,7321563657434247168,urn:li:ugcPost:7321326562711150593,"{'date': '2025-04-25 18:00:04', 'relative': '1 month ago • Visible to anyone on or off LinkedIn', 'timestamp': 1745596804007}","We built 500+ UGC ads last year.
Here’s the exact process we use to go viral 👇

✅ Step 1: Creative Brief

- Brands answer a few questions
- We learn your goals, top features, biggest competitors, and most common objections
- These insights fuel the entire campaign

🎯 Step 2: Trend Selector

- Choose from dozens of viral trends
- Testimonial. Tutorial. Comment Response. Etc.
- All formats are built to maximize conversions.

🧠 Step 3: Script Writing

- We combine your creative brief + selected trends to write custom UGC scripts
- Free + Fast (72 hours or less.)
- Review, comment, and approve every script inside our platform

🎬 Step 4: Casting & Production

- We launch a casting call with real actors
- Videos shot on cinema cameras in-studio
- Edited to make your post go viral

No negotiating with influencers.

You approve the scripts before we shoot.

Videos delivered in 7-days.

Get elevated UGC- style videos with actors.

👇 Want us to write your first 3 scripts?

DM me or drop a “🔥” and we’ll make it happen.

#ugcads #creativeops #shortformcontent #dtc #saas #performancecreative #videomarketing #growthmarketing",https://www.linkedin.com/posts/sean-goldfaden_ugcads-creativeops-shortformcontent-activity-7321563657434247168-P_cS?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFv3Dr4BN8nSB5ZtHec3sqR14h9Sg79shsQ,regular,Sean Goldfaden,"{'total_reactions': 10, 'like': 9, 'support': 0, 'love': 1, 'insight': 0, 'celebrate': 0, 'comments': 1, 'reposts': 0}",,dXJuOmxpOmFjdGl2aXR5OjY5OTc5NzQ4MTk2NjUyODUxMjAtMTY2ODQ0NzIxMzA3Mw==,"{'type': 'video', 'url': 'https://dms.licdn.com/playlist/vid/v2/D4E05AQGJTH6Ws_U1WQ/mp4-720p-30fp-crf28/B4EZZqTt5WHcBQ-/0/1745540296120?e=1750968000&v=beta&t=A1N1l6iPdga0e3DF0ptructmwmY9X9EyhCLVS3UAWKU', 'thumbnail': 'https://media.licdn.com/dms/image/v2/D4E05AQGJTH6Ws_U1WQ/videocover-high/B4EZZqTt5WHcBc-/0/1745540286364?e=1750968000&v=beta&t=rYzSWsoJaf1GuRMEI5eX2XxOBBL9JZpsKstwrA6-DKg'}",,,1,0,,,video,https://dms.licdn.com/playlist/vid/v2/D4E05AQGJTH6Ws_U1WQ/mp4-720p-30fp-crf28/B4EZZqTt5WHcBQ-/0/1745540296120?e=1750968000&v=beta&t=A1N1l6iPdga0e3DF0ptructmwmY9X9EyhCLVS3UAWKU,,
30,7320838937059459073,urn:li:ugcPost:7320525188477898754,"{'date': '2025-04-23 18:00:17', 'relative': '1 month ago • Visible to anyone on or off LinkedIn', 'timestamp': 1745424017205}","""The 15 seconds of my life where I lost the most money…""
And how you can avoid the same mistake 👇

When TX Zhuo (now Managing Partner at Fika Ventures) got the chance to sell his startup, he and his cofounder rehearsed every scenario.

They knew their number.

They made a plan.

They promised to walk if the offer came in low.

Then the moment came…

And they said “yes” anyway — 30% below what they agreed to.

They didn’t lose money because they didn’t know what they wanted.

They lost it because they didn’t prepare for the pressure in the room.

This isn’t just a funny story — it’s a gut check for every founder heading into their first negotiation:

👉 Know your walk-away number.

👉 Rehearse sticking to it.

👉 Don’t let the moment shake your mindset.

🎥 Full episode with TX Zhuo is live:

YouTube: https://lnkd.in/gEcmPSPf

Spotify: https://lnkd.in/gMmh-yHJ

Apple: https://lnkd.in/gJbcpt3S

#founderlessons #startups #negotiationtips #venturecapital #entrepreneurship",https://www.linkedin.com/posts/sean-goldfaden_founderlessons-startups-negotiationtips-activity-7320838937059459073-Z3B2?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFv3Dr4BN8nSB5ZtHec3sqR14h9Sg79shsQ,regular,Sean Goldfaden,"{'total_reactions': 3, 'like': 1, 'support': 0, 'love': 0, 'insight': 1, 'celebrate': 0, 'comments': 1, 'reposts': 0}",,dXJuOmxpOmFjdGl2aXR5OjY5OTc5NzQ4MTk2NjUyODUxMjAtMTY2ODQ0NzIxMzA3Mw==,"{'type': 'video', 'url': 'https://dms.licdn.com/playlist/vid/v2/D5605AQEN4M1oDgcuLQ/mp4-720p-30fp-crf28/B56ZZe63zCGQBg-/0/1745349233670?e=1750968000&v=beta&t=xi5Jt1Iw1DD6p3eLh8Nq7q3mMAQk7cLHXJtZ2g5_zpM', 'thumbnail': 'https://media.licdn.com/dms/image/v2/D5605AQEN4M1oDgcuLQ/videocover-high/B56ZZe63zCGQBs-/0/1745349227261?e=1750968000&v=beta&t=hpzysS1XGzeDqLX6O_IXMmvgjKwqmHWK6vMo6zPCsdk'}",,,1,0,,,video,https://dms.licdn.com/playlist/vid/v2/D5605AQEN4M1oDgcuLQ/mp4-720p-30fp-crf28/B56ZZe63zCGQBg-/0/1745349233670?e=1750968000&v=beta&t=xi5Jt1Iw1DD6p3eLh8Nq7q3mMAQk7cLHXJtZ2g5_zpM,,
31,7320489803920113664,urn:li:activity:7320489803920113664,"{'date': '2025-04-22 18:52:57', 'relative': '1 month ago • Visible to anyone on or off LinkedIn', 'timestamp': 1745340777378}",TX Zhuo dropped some 💣's in our latest Demo Day episode. Definitely worth the listen!,https://www.linkedin.com/posts/sean-goldfaden_the-1-habit-that-predicts-founder-success-activity-7320489803920113664-_G-J?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFv3Dr4BN8nSB5ZtHec3sqR14h9Sg79shsQ,quote,Sean Goldfaden,"{'total_reactions': 4, 'like': 3, 'support': 0, 'love': 0, 'insight': 0, 'celebrate': 0, 'comments': 0, 'reposts': 0}",,dXJuOmxpOmFjdGl2aXR5OjY5OTc5NzQ4MTk2NjUyODUxMjAtMTY2ODQ0NzIxMzA3Mw==,,"{'urn': '7320487966060007424', 'posted_at': {'date': '2025-04-22 18:45:39', 'relative': '1 month ago • Visible to anyone on or off LinkedIn', 'timestamp': 1745340339198}, 'text': ""What’s the one trait that sets successful startups apart?\n\nIt’s not the pitch deck. Not the market size. Not even the founder’s background. From what we’ve seen at Fika, it really comes down to responsiveness. Quick email replies = focus, clarity, and momentum. We even ran a study across 94 of our portfolio companies—and the results were pretty eye-opening. 📈\n\nI had a great time chatting with Sean Goldfaden on the Demo Day Podcast about that and a bunch of other things—like my accidental first startup, what it took to raise Fika’s first fund (hint: 700+ meetings 😅), and how to stand out in a crowded pitch room.\n\nA few things we dug into: green and red flags investors look for\n 💡 What first-time fund managers often get wrong\n 🎯 Why radical focus and honest mentorship matter\n 🔄 My transition from founder to VC\nWhether you're building your first fund or getting ready to raise as a founder, there’s a lot in here that I wish I knew earlier.\n➡️Check it out: https://lnkd.in/gjfpvrWE\n\nBig thanks to Sean Goldfaden for having me on!\n\n#startups #venturecapital #founderlife Fika Ventures"", 'url': 'https://www.linkedin.com/posts/tianxiangzhuo_the-1-habit-that-predicts-founder-success-activity-7320487966060007424-qQgM?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFv3Dr4BN8nSB5ZtHec3sqR14h9Sg79shsQ', 'post_type': 'regular', 'author': {'first_name': 'TX', 'last_name': 'Zhuo', 'headline': 'General Partner, Fika Ventures', 'username': 'tianxiangzhuo', 'profile_url': 'https://www.linkedin.com/in/tianxiangzhuo?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAS95l4B6eEaCVv6mNjQCwQjfloeG4wjT7Q', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGg6HES14YxzA/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1725570834722?e=1755734400&v=beta&t=DqYFeP-NxVjWryT2GJwZvJSxEdw4OapGc_fxFrdnnoM'}, 'stats': {'total_reactions': 0, 'like': 0, 'support': 0, 'love': 0, 'insight': 0, 'celebrate': 0, 'comments': 0, 'reposts': 0}, 'media': {'type': 'image', 'url': 'https://media.licdn.com/dms/image/sync/v2/D5627AQEYM5kUnvJnzg/articleshare-shrink_1280_800/B56ZZeYqgkHsAU-/0/1745340246424?e=1750968000&v=beta&t=-_VYBaXN1QaDZBnwAXC1UXbgJbHDiJg0rP56UCRspLg'}, 'article': {'url': 'https://www.youtube.com/watch?v=_ycPSm3Okn0', 'title': 'The #1 Habit that Predicts Founder Success with TX Zhuo', 'subtitle': 'youtube.com', 'thumbnail': 'https://media.licdn.com/dms/image/sync/v2/D5627AQEYM5kUnvJnzg/articleshare-shrink_1280_800/B56ZZeYqgkHsAU-/0/1745340246424?e=1750968000&v=beta&t=-_VYBaXN1QaDZBnwAXC1UXbgJbHDiJg0rP56UCRspLg'}}",,0,0,https://www.linkedin.com/posts/tianxiangzhuo_the-1-habit-that-predicts-founder-success-activity-7320487966060007424-qQgM?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFv3Dr4BN8nSB5ZtHec3sqR14h9Sg79shsQ,0.0,,,,
